Gene	Synonmys	all	aml	anal	rectal	colon	bladder	uterine	bone	breast	cns	esophageal	gastric	kaposi	melanoma	ovarian	cervical	mds	nhl	pancreas	nsclc	sclc	hnscc
PLCB3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCD4		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
PLCH1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PLCH2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PLCXD2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PLD3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PLEK2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA6		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PLEKHA8		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PLEKHG1		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PLEKHM1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PLG		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLPPR3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PLS1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLS3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXNB2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PLXNC1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PMEPA1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PNLDC1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA7		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PNPT1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
POFUT1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POGLUT3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
POLD3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
POLD4		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
POLE3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
POLG2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2G		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
POLR3C		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR3E		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
POLR3H		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLRMT		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
POP1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
POP7		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PPARA		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPFIA3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PPIE		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PPIP5K2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PPP1R14A		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R15B		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PPP1R16A		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PPP1R2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R1B		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PPP2R3A		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R5D		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PPRC1		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
PQBP1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SLC66A2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAM1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PRDX3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PRDX5		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PRICKLE2		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PRKAG1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKAG2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCD		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PRKCSH		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PRKN		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT7		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PROSER2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PRPF40A		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PRPF4B		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPH2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PRPSAP1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR13		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PRR14		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PRSS12		2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
PSMA1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PSMA5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA6		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB4		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB5		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PSMC1		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PSMD1		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
PSMD13		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PSMD2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PSMD3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PSMD5		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PSMD8		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMG1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PSMG4		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PTBP1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTER		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGR1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PTGR2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PTK2B		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
PTN		0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
PTPDC1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
PTPN1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PTPN14		0	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
PTPN9		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PTPRM		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRS		2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0
PUM3		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
PUS1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PWP2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PXN		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PXYLP1		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PYGL		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
QSER1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
R3HDM1		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
RAB11A		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAB11FIP4		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAB12		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RAB13		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB18		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB30		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB31		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAB33B		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3C		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RAB3IL1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAB42		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAB8B		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RABGGTA		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RABGGTB		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RACGAP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAD50		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAD52		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAD54L		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAD9B		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAI14		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RALA		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RALYL		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAMAC		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
RANBP6		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RANGAP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAP1GAP2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP2A		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAPGEF5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
RARG		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RARS1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGEF1A		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RASGRP4		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RASSF7		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAVER1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBBP8NL		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
RBM20		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RBPMS2		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
RBSN		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RCBTB2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCHY1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCOR2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RCOR3		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
RDH12		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RECK		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
REPS2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RETREG1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RFC1		2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0
RFX3		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
RGL3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RGS3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RHBDF2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RHBDL3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RHOBTB1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOBTB3		0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RHOD		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RHOG		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RHOQ		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RILPL1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RIMKLA		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RIMS2		0	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
RIMS4		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RIN2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RIN3		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RIOX1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RIPK1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RMI1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMND5B		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RND1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF125		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF149		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF170		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF183		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF24		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNF34		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
RNH1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
RNLS		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNPS1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROMO1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ROR2		0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RORA		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RPA1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPAP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPF2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPL14		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPL24		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL30		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPN2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPS16		2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
RPS27L		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPS29		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPS6KA3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
RPS6KA4		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPS6KA5		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
RRP1B		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RSPH6A		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPO1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTBDN		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RTEL1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RTL1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTL4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN4R		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RUBCN		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
RUFY1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RUNX3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RYK		0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
RYR1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
S100PBP		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SAMD10		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMSN1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SAP25		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAR1A		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SATB1		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCAI		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCAMP2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCAP		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCAPER		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCARA3		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SCARB2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SCFD1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SCFD2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCHIP1		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SCIMP		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCN4A		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCN8A		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCRT1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SCYL2		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SDC1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SDF2		2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
SEC24C		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELENBP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SELENOH		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SELP		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEMA3F		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEMA3G		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEMA4F		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEMA4G		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEMA6C		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEMA6D		0	2	0	2	2	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
SENP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SENP5		0	2	0	2	2	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
SENP7		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SENP8		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEPTIN11		2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	2	0	0	0	0
SEPTIN3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEPTIN8		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SERF2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERINC1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SERPINE1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SESN2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SETD1A		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEZ6		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SEZ6L2		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SF3A2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3B4		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SFR1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SFXN4		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SFXN5		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
SGCD		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SGCZ		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGSM2		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D5		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3TC2		0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
SHBG		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHMT1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHROOM1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SHTN1		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
SIDT2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SIL1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SIN3B		2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SIPA1L2		0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
SKA3		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SKAP1		2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
